URL,Online,Intimacy/personal 0-10,Geographic Location,Mood 0-10 (calm to excited),Visually Colorful 0-10,Format,Description,Timezone,Intensity [0-10],Camera proximity (0 faraway - 10 near),Interior,Iconic (yes/no)
http://173.160.241.35:8080/mjpg/video.mjpg,,7,"Washington, USA",7,7,mjpg,"machines, people",-5,6,8,,no
http://187.218.43.53/mjpg/video.mjpg?timestamp=1479247538996,,8,"Tlalnepantla, Mexico",5,4,mjpg,"street, people",-6,7,8,,no
http://94.72.19.56/mjpg/video.mjpg,,2,"Sushary, Russia",5,5,mjpg,parking lot,3,4,2,,no
http://179.189.237.60:8080/mjpg/video.mjpg,,6,"Bueri, Brazil",7,7,mjpg,buildings ,-6,7,6,,no
http://173.16.182.4:81/mjpg/video.mjpg,,7,"Springfield, USA",8,8,mjpg,"cable porn, storage",-6,8,7,,no
http://129.186.144.1/mjpg/video.mjpg,,8,"Ames, USA",4,4,mjpg,"highschool, people",-6,4,8,,no
http://152.157.252.1/mjpg/video.mjpg,,8,"Everett, USA",8,7,mjpg,"server, people",-8,7,8,,no
http://96.225.55.10:8001/mjpg/video.mjpg,,8,"Newark, USA",4,4,mjpg,conference room,-5,3,8,,no
http://182.52.238.15:81/mjpg/video.mjpg?timestamp=1479249419010,,5,"Bangkok, Thailand",7,6,mjpg,bridge,7,6,5,,no
http://70.99.6.20:9000/mjpg/video.mjpg?streamprofile=Default_Web_Stream,,8,"Vancouver, USA",4,4,mjpg,"office, people",-7,4,7,,no
http://31.129.174.20/mjpg/video.mjpg,,5,"Bila Tserkva, Ukraine",6,5,mjpg,"street, people",2,6,4,,no
http://190.52.167.53:8084/mjpg/video.mjpg,,7,"Asuncion, Paraguay",5,4,mjpg,"restaurant, people",3,4,7,,no
http://190.53.162.232:8082/mjpg/video.mjpg,,8,"San Salvador, El Salvador ",4,5,mjpg,"office, people",-6,4,7,,no
http://190.53.162.232:8083/mjpg/video.mjpg,,8,"San Salvador, El Salvador ",4,5,mjpg,"office, people",-6,4,7,,no
http://24.103.175.2/mjpg/video.mjpg,,8,"Utica, USA",6,5,mjpg,"room, people",-5,6,8,,no
http://174.51.41.230:84/mjpg/video.mjpg,,7,"Silt, USA",5,7,mjpg,"plant shop, people",-7,5,7,,no
http://130.180.105.226:8080/mjpg/video.mjpg,,8,"Wuppertal, Germany",8,3,mjpg,"mailboxes, people",1,7,8,,no
http://91.112.176.230:8001/mjpg/video.mjpg,,8,"Tirol, Austria",8,8,mjpg,machine,1,8,8,,yes
http://91.112.176.230:8000/mjpg/video.mjpg,,8,"Tirol, Austria",8,8,mjpg,machine,1,8,8,,no
http://1.34.197.140:10000/mjpg/1/video.mjpg,,7,"Taipei, Taiwan",6,7,mjpg,"storage, people",8,7,8,,no
http://1.34.197.140:10000/mjpg/2/video.mjpg,,7,"Taipei, Taiwan",6,7,mjpg,"storage, people",8,7,8,,no
http://1.34.197.140:10000/mjpg/3/video.mjpg,,7,"Taipei, Taiwan",6,7,mjpg,"storage, people",8,7,8,,no
http://1.34.197.140:10000/mjpg/4/video.mjpg,,7,"Taipei, Taiwan",6,7,mjpg,"storage, people",8,7,8,,no
